"local_authority_id","name","ons_code","year","link_length_km","link_length_miles","cars_and_taxis","all_motor_vehicles"
36,"Midlothian","S12000019",1999,626.59,389.34,304318298.014595,370458519.744691
40,"South Ayrshire","S12000028",1999,1331.1,827.11,434894488.686073,540435912.396604
52,"Angus","S12000041",1999,2028.9,1260.7,453993814.871152,580406180.406426
130,"North Lincolnshire","E06000013",2000,1403.4,872.03,656701519.066014,901186525.903921
202,"York","E06000014",2001,840.92,522.52,608548009.490299,736335631.467363
155,"Herefordshire, County of","E06000019",2001,3354,2084.08,792677322.505762,1035015296.91591
120,"Luton","E06000032",2001,446.2,277.26,404358723.469785,483308476.791362
196,"Tameside","E08000008",2001,746.7,463.98,552287582.796373,675034372.285984
69,"Worcestershire","E10000034",2001,4188.65,2602.71,3133258033.04616,3928026749.07267
31,"Perth & Kinross","S12000048",2001,3013.2,1872.32,1052994697.83962,1333373605.64304
169,"Kingston upon Hull, City of","E06000010",2002,730.55,453.94,606298001.028986,743841289.805585
161,"Liverpool","E08000012",2002,1434.8,891.54,1150211386.33054,1381192547.04561
84,"Wirral","E08000015",2002,1204.7,748.57,869540431.804694,1034142762.99421
79,"Doncaster","E08000017",2002,1667.68,1036.25,1356829457.9493,1786152225.40381
122,"Hackney","E09000012",2002,275.8,171.37,276264609.244061,348720467.858896
48,"Inverclyde","S12000018",2002,409.2,254.27,269923937.641673,318640795.255707
180,"Bracknell Forest","E06000036",2003,447.312,277.95,388232604.314199,454840767.947955
29,"City of Edinburgh","S12000036",2003,1472.1045,914.72,1472456979.36551,1801082838.10049
89,"East Riding of Yorkshire","E06000011",2004,3437,2135.65,1572689202.69608,2025049586.53574
1,"Isles of Scilly","E06000053",2004,34.8,21.62,1115674.87549238,1699890.54179657
77,"Cumbria","E10000006",2004,7832.8,4867.08,2615428694.40484,3426661840.21885
123,"Essex","E10000012",2004,8142.02,5059.22,6619056175.52581,8347566916.14891
49,"East Dunbartonshire","S12000045",2004,512.9,318.7,276475744.503395,333023131.652864
116,"Shropshire","E06000051",2005,5155.28,3203.34,1412399593.66445,1833241598.96337
95,"Rochdale","E08000005",2005,778,483.43,818687050.13872,1063769761.16343
159,"Sheffield","E08000019",2005,1996.9,1240.82,1332216697.41567,1672557929.65992
111,"Hounslow","E09000018",2005,500.8,311.18,826388689.031193,988548782.906146
78,"Hertfordshire","E10000015",2005,4831,3001.84,5631819890.12187,7019264206.10136
30,"Falkirk","S12000014",2005,888.2,551.9,696081452.471502,886304381.00719
14,"Powys","W06000023",2005,5179.3,3218.27,673975795.762232,895132231.130951
192,"Sefton","E08000014",2005,992.13,616.48,584573199.461692,712560874.607391
88,"Wakefield","E08000036",2005,1518.36,943.47,1256182554.8934,1627818583.22083
168,"Barking and Dagenham","E09000002",2005,329.4,204.68,299017348.132951,369973769.046859
60,"Leicestershire","E10000018",2005,4443.8,2761.25,3520281158.1888,4573309107.86805
40,"South Ayrshire","S12000028",2005,1284.8,798.34,473412184.579274,594404888.709407
44,"Argyll & Bute","S12000035",2005,2732.2,1697.71,443116991.852193,558641576.488572
52,"Angus","S12000041",2005,1815.1,1127.85,474734640.491524,615100582.051928
49,"East Dunbartonshire","S12000045",2005,514.6,319.76,273551468.081937,331166258.470703
193,"Blackpool","E06000009",2006,468.8,291.3,289223108.725479,341799563.608571
187,"Telford and Wrekin","E06000020",2006,1023,635.66,653405945.768743,809998579.42533
129,"Peterborough","E06000031",2006,894.38,555.74,879981106.550631,1100610094.52277
60,"Leicestershire","E10000018",2006,4501.6,2797.16,3554462817.65163,4602328974.37251
49,"East Dunbartonshire","S12000045",2006,522.2,324.48,277723949.550873,335798579.191273
199,"Isle of Wight","E06000046",2007,863.9,536.8,328381576.312833,408052869.401197
162,"Oldham","E08000004",2007,830.500000001,516.05,548343279.07924,680839924.316057
175,"Richmond upon Thames","E09000027",2007,414.200000009,257.37,428610269.861757,525230552.803627
99,"Lincolnshire","E10000019",2007,8843.21,5494.92,2789227263.22775,3725505358.92674
117,"Staffordshire","E10000028",2007,6304.6300003,3917.52,4450463034.26738,5822575617.97776
48,"Inverclyde","S12000018",2007,413.39999999,256.87,277699913.442993,336991234.627277
46,"Moray","S12000020",2007,1821.100000001,1131.58,348580207.525551,457671495.963573
14,"Powys","W06000023",2007,5430.9,3374.6,688318041.198898,925239599.421876
135,"Surrey","E10000030",2008,5463.92,3395.12,6963580275.46286,8558840418.30314
55,"Shetland Islands","S12000027",2008,1067.4,663.25,91901715.1947615,127102111.435187
71,"Devon","E10000008",2009,13054.7,8111.81,3903858064.08393,4909894831.22919
164,"Darlington","E06000005",2010,546.5,339.58,380051822.006275,479258408.739717
147,"Ealing","E09000009",2010,588.8,365.86,614613532.222598,756083020.792891
178,"Kingston upon Thames","E09000021",2010,343.8,213.63,512071053.363847,607893139.914414
47,"Dundee City","S12000042",2010,589.4,366.24,436538408.651761,533124978.815445
3,"Glasgow City","S12000046",2010,1838.7,1142.52,1657022829.57779,2058257400.18242
26,"Wrexham","W06000006",2010,1211.1,752.54,449609625.431458,572195780.808255
74,"Warrington","E06000007",2011,984.8,611.93,1231288719.19242,1573097359.54526
188,"Nottingham","E06000018",2011,797,495.23,756865403.543307,937048326.833791
191,"Milton Keynes","E06000042",2011,1220,758.07,1165604727.14348,1434656667.87213
159,"Sheffield","E08000019",2011,1980.7,1230.75,1306097882.7398,1642499003.94198
174,"City of London","E09000001",2011,57.7,35.85,71484653.3742941,100759835.373916
61,"Derbyshire","E10000007",2011,5627.4,3496.7,3685375802.19021,4698156181.33848
2,"Nottinghamshire","E10000024",2011,4822.3,2996.44,3306988785.80341,4253516144.15563
7,"Bridgend","W06000013",2011,785,487.78,635600865.942894,778195328.03428
21,"Merthyr Tydfil","W06000024",2011,345.4,214.62,204129082.098047,250756518.805178
191,"Milton Keynes","E06000042",2012,1229.76729306,764.14,1208522232.33815,1481190124.37366
29,"City of Edinburgh","S12000036",2012,1512.89054205,940.07,1431067389.96759,1767009558.72082
7,"Bridgend","W06000013",2012,790.75307948,491.35,638844939.789131,783000462.331235
113,"Wokingham","E06000041",2013,744.663383279092,462.71,836022064.908378,1003213062.38865
152,"Coventry","E08000026",2013,877.696132876233,545.38,909857350.817879,1094269040.56831
177,"Sutton","E09000029",2013,432.036581161915,268.46,309509542.251137,376058803.611273
83,"Buckinghamshire","E10000002",2013,3267.20979352317,2030.15,3127821773.57354,3822433068.34821
97,"Cambridgeshire","E10000003",2013,4728.78384827662,2938.33,3431241628.78676,4472182484.12652
27,"West Lothian","S12000040",2013,1153.2451790865,716.59,831451831.940988,1065892214.32166
186,"Bedford","E06000055",2014,910.57,565.8,629772285.063976,789584344.723067
91,"Trafford","E08000009",2014,804.28,499.76,764262364.124761,930138978.164395
98,"Rutland","E06000017",2015,554.6,344.61,298971146.38449,406612824.541552
125,"Waltham Forest","E09000031",2015,425.53,264.41,350609496.512865,446875880.62838
148,"West Cheshire","E06000050",2016,2412.76,1499.22,1981055014.18258,2493388114.99878
77,"Cumbria","E10000006",2016,8085.82,5024.3,2695481642.59024,3644915551.7569
142,"Oxfordshire","E10000025",2016,4738.07,2944.1,3801558821.94366,4846066957.52007
76,"Lancashire","E10000017",2018,7039.719,4374.28,5681892281.98124,7161733626.08758
171,"Redcar and Cleveland","E06000003",1993,675.168,419.53,446328948.938201,522848366.787958
155,"Herefordshire, County of","E06000019",1993,3313.255,2058.76,717891305.401456,919115260.627933
153,"Leicester","E06000016",1994,778.055,483.46,673608134.7431,796969673.357592
139,"Cornwall excluding Isles of Scilly","E06000052",1994,7518.392,4671.71,1853008708.51726,2253562654.72143
176,"Bromley","E09000006",1995,882.638,548.45,671998278.801798,784987176.141335
15,"Carmarthenshire","W06000010",1995,3546.085,2203.44,746157448.003659,954897973.335719
205,"Caerphilly","W06000018",1995,976.217,606.59,508984114.64547,603252363.696015
55,"Shetland Islands","S12000027",1996,1004.139,623.94,79805359.82363,104190384.405074
170,"Middlesbrough","E06000002",1997,498.248,309.6,629579394.461346,740314554.874533
116,"Shropshire","E06000051",1997,5092.71,3164.46,1305037483.5958,1669024930.0336
95,"Rochdale","E08000005",1997,764.144,474.82,744812955.465084,954111939.39891
151,"Solihull","E08000029",1997,840.867,522.49,1048356935.4967,1270026196.38809
81,"West Sussex","E10000032",1997,4506.289,2800.08,3620272458.219,4276134352.25781
182,"Bournemouth","E06000028",1998,502.877,312.47,415422771.017259,484792017.120019
145,"Camden","E09000007",1998,281.257,174.76,312128617.00171,389974298.223376
3,"Glasgow City","S12000046",1998,1795.767,1115.84,1535981231.48314,1875682660.45047
19,"Cardiff","W06000015",1999,1048,651.2,1475672014.80852,1730909872.59405
21,"Merthyr Tydfil","W06000024",1999,329,204.43,171618507.292412,208386279.751253
156,"Halton","E06000006",2000,554.15,344.33,483331032.487484,586210523.225122
106,"Bexley","E09000004",2000,535.7,332.87,493191928.856697,599491356.979535
36,"Midlothian","S12000019",2000,627.49,389.9,305267020.58727,370994998.222878
165,"Haringey","E09000014",2001,356.9,221.77,309186897.96113,384326687.462088
124,"Redbridge","E09000026",2001,525.7,326.65,536111593.097961,654316673.042577
53,"Comhairle nan Eilean Siar","S12000013",2001,1248,775.47,81615255.6569633,109062450.290305
25,"Torfaen","W06000020",2001,468.7,291.24,290790388.493211,346364308.153565
170,"Middlesbrough","E06000002",2002,504.8,313.67,652107002.658967,771195131.622705
201,"Havering","E09000016",2002,649.4,403.52,746152743.186844,949143292.684339
71,"Devon","E10000008",2002,12917.9,8026.81,3655487670.36558,4545499082.44162
34,"East Lothian","S12000010",2002,1052.48,653.98,391495359.537799,486233063.78251
153,"Leicester","E06000016",2003,802.092,498.4,732677183.752065,882745537.091764
128,"Thurrock","E06000034",2003,574.0095,356.67,740929406.847212,965273484.384236
100,"North Yorkshire","E10000023",2003,9136.8645,5677.38,3600859814.82534,4658928527.94424
72,"Warwickshire","E10000031",2003,4028.259,2503.04,4032149308.86603,5116894178.68417
183,"North Somerset","E06000024",2004,1107,687.86,1115211351.32157,1377552993.73769
157,"Knowsley","E08000011",2004,571.9,355.36,660126912.285143,825355795.697429
106,"Bexley","E09000004",2004,540.8,336.04,508261943.825025,623902937.14782
176,"Bromley","E09000006",2004,902.1,560.54,688506912.512485,827988308.9524
14,"Powys","W06000023",2004,5177.9,3217.4,674078841.029543,889994972.120805
163,"Stockton-on-Tees","E06000004",2005,799.8,496.97,733363470.630817,895123106.185195
89,"East Riding of Yorkshire","E06000011",2005,3430,2131.3,1564889581.61772,2026602302.93754
142,"Oxfordshire","E10000025",2005,4623.7,2873.03,3655158568.52206,4560957578.06862
206,"East Renfrewshire","S12000011",2005,487.57,302.96,307441729.667044,378537431.532597
116,"Shropshire","E06000051",2006,5211.62,3238.35,1439502643.44845,1869275583.39087
95,"Rochdale","E08000005",2006,785.7,488.21,816710557.296067,1058893483.52269
75,"Wigan","E08000010",2006,1135.7,705.69,967234543.518968,1225967706.94448
133,"East Sussex","E10000011",2006,3395.1,2109.62,2162371509.95711,2664304485.3059
132,"Hartlepool","E06000001",2007,397.59999997,247.06,311491737.584382,386019274.309346
144,"Bristol, City of","E06000023",2007,1137.700000051,706.93,1167497426.32824,1444681808.13797
179,"Windsor and Maidenhead","E06000040",2007,700.50000004,435.27,998229618.772121,1195785285.30134
145,"Camden","E09000007",2007,283.8,176.35,233253577.021818,318260452.719369
66,"Hillingdon","E09000017",2007,744.20000002,462.42,1084078661.4172,1321928058.77339
50,"Clackmannanshire","S12000005",2007,300.100000031,186.47,147368611.061401,184116889.241828
52,"Angus","S12000041",2007,1931.70000004,1200.3,497577016.784479,658770579.813887
128,"Thurrock","E06000034",2008,573.16000004,356.15,791005797.550925,1037181995.57126
82,"Portsmouth","E06000044",2008,453.100000041,281.54,614593484.04595,750297454.284272
63,"Leeds","E08000035",2006,2986.17,1855.52,3099671387.67702,3913026407.45236
208,"Bedfordshire","E10000001",2006,2294.31,1425.62,1986209964.38214,2542829056.42881
40,"South Ayrshire","S12000028",2006,1330.2,826.55,481106365.069246,606549385.884559
8,"Swansea","W06000011",2006,1180.5,733.53,880160436.402441,1058175762.03189
193,"Blackpool","E06000009",2007,471.699999995,293.1,291684969.949868,346060916.145647
82,"Portsmouth","E06000044",2007,454.69999996,282.54,636451309.622057,774951678.474211
101,"Gateshead","E08000037",2007,896.6,557.12,891456230.658082,1105186410.40113
93,"Tower Hamlets","E09000030",2007,305.600000033,189.89,450239511.132735,608670339.632546
81,"West Sussex","E10000032",2007,4287.51,2664.14,3828383479.05482,4648364686.05718
202,"York","E06000014",2008,792.8,492.62,627579153.828876,779352571.415835
112,"Slough","E06000039",2008,310.09999996,192.69,454575215.132838,549207574.538171
196,"Tameside","E08000008",2008,766.699999969,476.41,571430737.854013,711087944.005476
50,"Clackmannanshire","S12000005",2008,304.499999962,189.21,148276253.395927,185150707.64949
31,"Perth & Kinross","S12000048",2008,2972.499999786,1847.03,1077047837.11973,1425403229.63752
188,"Nottingham","E06000018",2009,795.4,494.24,774546849.797871,957853661.439904
161,"Liverpool","E08000012",2009,1436,892.29,1126487563.40932,1377770086.36779
9,"Isle of Anglesey","W06000001",2009,1222.4,759.56,295912225.201313,376507506.362311
127,"Southend-on-Sea","E06000033",2010,450.9,280.18,337600783.335372,407403277.899602
94,"Sunderland","E08000024",2010,1141.6,709.36,858704239.575519,1054641746.88011
107,"Lambeth","E09000022",2010,375.3,233.2,347747296.332287,469964031.836978
59,"Northamptonshire","E10000021",2010,4512.9,2804.19,3937712489.29435,5120681539.36664
36,"Midlothian","S12000019",2010,656.3,407.81,320749494.147995,401435237.446775
97,"Cambridgeshire","E10000003",2011,4715.5,2930.08,3397721806.21421,4445095568.75348
142,"Oxfordshire","E10000025",2011,4668.1,2900.62,3583727767.02806,4478258587.34988
22,"Rhondda, Cynon, Taff","W06000016",2011,1203.5,747.82,1031133792.71306,1257972765.30064
119,"Derby","E06000015",2012,760.63148189,472.63,887102283.598783,1051446085.17446
155,"Herefordshire, County of","E06000019",2012,3344.44031962,2078.14,826107446.226537,1086545098.1083
120,"Luton","E06000032",2012,455.415465685,282.98,401575849.836331,490341114.339134
116,"Shropshire","E06000051",2012,5200.08894125,3231.19,1399189891.91869,1808879940.1371
195,"Bradford","E08000032",2012,1941.1806798,1206.19,1204553116.1641,1474575399.6411
87,"Calderdale","E08000033",2012,1177.4387327,731.63,699796046.047334,901947842.43145
69,"Worcestershire","E10000034",2012,4181.88569135,2598.5,3105229182.62099,3918974379.23775
169,"Kingston upon Hull, City of","E06000010",2013,747.318385583704,464.36,575598182.560569,725797734.317661
63,"Leeds","E08000035",2013,3020.08900972858,1876.6,2970511022.76113,3752939366.04523
105,"Greenwich","E09000011",2013,506.306923105492,314.6,503053687.166008,644344519.531409
122,"Hackney","E09000012",2013,276.318210476258,171.7,211074808.040828,283974800.355232
100,"North Yorkshire","E10000023",2013,9314.95147311384,5788.04,3671401053.44374,4857758618.92881
117,"Staffordshire","E10000028",2013,6311.92080057726,3922.05,4339732994.49992,5615958027.25254
18,"The Vale of Glamorgan","W06000014",2013,919.158419089003,571.14,513864103.66874,619649348.185513
140,"Stoke-on-Trent","E06000021",2014,873.34,542.67,706874690.079933,871546381.515698
86,"Bury","E08000002",2014,687.22,427.02,795666632.317889,1008446867.60941
134,"Croydon","E09000008",2014,778.57,483.78,586485095.294107,724439845.863905
33,"Scottish Borders","S12000026",2014,3300.27,2050.69,558285525.389227,748873709.969404
156,"Halton","E06000006",2015,582.55,361.98,502151030.985917,631829695.592738
131,"North East Lincolnshire","E06000012",2015,648.42,402.91,485285214.261214,617461100.27564
187,"Telford and Wrekin","E06000020",2015,1044.16,648.81,662091606.453934,830668950.169759
137,"Southampton","E06000045",2015,580.51,360.71,545453895.611504,674144954.524328
178,"Kingston upon Thames","E09000021",2015,344.34,213.96,449989021.283206,552061794.83131
188,"Nottingham","E06000018",2016,800.8,497.59,747123949.617874,936108926.729921
35,"Highland","S12000017",2016,8049.08,5001.47,1256411574.64884,1726616212.04098
168,"Barking and Dagenham","E09000002",2017,340.33,211.47,284716279.701374,373071857.697977
44,"Argyll & Bute","S12000035",2017,2731.52,1697.29,450939751.75738,608850025.168506
29,"City of Edinburgh","S12000036",2017,1536.72,954.87,1485212439.86275,1884822997.88776
24,"Blaenau Gwent","W06000019",2017,417.94,259.7,202879373.301666,255079835.067782
191,"Milton Keynes","E06000042",1993,1136.475,706.17,1037524762.26338,1237592700.50406
162,"Oldham","E08000004",1993,790.528,491.21,419444522.737215,501976747.668615
196,"Tameside","E08000008",1993,724.196,449.99,429584152.300565,516678091.197407
198,"Blackburn with Darwen","E06000008",1994,551.635,342.77,323810460.659747,387803987.836038
169,"Kingston upon Hull, City of","E06000010",1994,715.439,444.55,566842315.253917,688295022.692476
129,"Peterborough","E06000031",1994,868.351,539.57,760479893.670962,917425931.311143
114,"Reading","E06000038",1994,383.18,238.1,326579119.193908,381734266.260041
84,"Wirral","E08000015",1994,1173.452,729.15,752163815.194265,886435351.298417
48,"Inverclyde","S12000018",1994,401.752,249.64,249454703.904199,292388539.678279
183,"North Somerset","E06000024",1995,1109.153,689.2,915102553.587052,1096769094.11537
143,"South Gloucestershire","E06000025",1995,1458.688,906.39,1443730328.6308,1783386179.08912
175,"Richmond upon Thames","E09000027",1995,403.991,251.03,473730884.758013,551355760.483775
91,"Trafford","E08000009",1996,783.631,486.93,781955321.547165,936627462.494035
197,"Kirklees","E08000034",1996,1878.399,1167.18,1152850606.83111,1454514807.27551
97,"Cambridgeshire","E10000003",1996,4571.425,2840.55,3016327154.4182,3828848693.00783
123,"Essex","E10000012",1996,7840.911,4872.12,6137106237.69685,7532713926.29544
76,"Lancashire","E10000017",1996,7014.477,4358.59,5005066834.68544,6077888271.24592
142,"Oxfordshire","E10000025",1996,4537.242,2819.31,3363758448.16273,4095095894.97336
49,"East Dunbartonshire","S12000045",1996,504.294,313.35,260424635.752207,305053844.299292
20,"Flintshire","W06000005",1996,1235.188,767.51,737562286.869681,899145710.923208
119,"Derby","E06000015",1997,744.161,462.4,834836780.700708,986305719.59755
160,"Bolton","E08000001",1997,1046.664,650.37,985523356.100374,1193058336.19164
166,"South Tyneside","E08000023",1997,529.004,328.71,380309456.5239,451714683.125547
93,"Tower Hamlets","E09000030",1997,284.915,177.04,445331190.845463,569363819.046767
46,"Moray","S12000020",1997,1853.092,1151.46,307550746.763899,392525149.377635
171,"Redcar and Cleveland","E06000003",1998,682.534,424.11,472185573.749304,558748135.265052
191,"Milton Keynes","E06000042",1998,1150.745,715.04,1128600988.35302,1368235888.03885
92,"Durham","E06000047",1998,3756.048,2333.9,1740041279.55241,2200742601.95459
177,"Sutton","E09000029",1998,416.939,259.07,377085409.334487,444442357.25861
50,"Clackmannanshire","S12000005",1998,287.114,178.4,133678331.978744,163163900.632804
27,"West Lothian","S12000040",1998,1086.526,675.14,740385835.47085,919335793.963254
86,"Bury","E08000002",1999,613.5,381.21,748519590.590949,930059029.02052
85,"Manchester","E08000003",1999,1351.1,839.53,1413626045.14635,1676333082.92074
42,"Stirling","S12000030",1999,1197.5,744.09,542985391.56327,670208518.501949
193,"Blackpool","E06000009",2001,465.5,289.25,307646016.76462,356784487.273999
115,"Bath and North East Somerset","E06000022",2001,1041.7,647.28,557494455.570484,674604960.846963
110,"Kensington and Chelsea","E09000020",2001,207.4,128.87,284372379.835038,362597121.500334
38,"Dumfries & Galloway","S12000006",2001,4734.64,2941.97,821624671.916011,1128959180.88364
28,"Renfrewshire","S12000038",2001,918.4,570.67,678330882.956037,816131136.040523
22,"Rhondda, Cynon, Taff","W06000016",2001,1149.5,714.27,970646337.944964,1164693575.88118
190,"Sandwell","E08000028",2002,879.53,546.51,977042222.52559,1230273908.01865
138,"Dorset","E10000009",2002,4229.2,2627.9,1873333444.75444,2304089164.10539
181,"Swindon","E06000030",2003,809.105,502.75,870474399.528144,1070858750.82438
64,"Medway","E06000035",2003,819.8125,509.41,654537858.358534,811342300.211493
114,"Reading","E06000038",2003,392.9275,244.15,351076098.038948,416993223.318209
90,"Salford","E08000006",2003,784.456,487.44,1152673145.65301,1444159420.69862
63,"Leeds","E08000035",2003,3000.0365,1864.14,3077027049.08162,3840510703.92228
105,"Greenwich","E09000011",2003,497.9065,309.38,566743604.529833,714946168.781077
74,"Warrington","E06000007",2004,959.7,596.33,1191484041.85869,1507204281.21836
143,"South Gloucestershire","E06000025",2004,1510.1,938.33,1792650820.13662,2250987533.0838
102,"Northumberland","E06000057",2004,5036.12,3129.3,1266794263.87829,1589054956.409
85,"Manchester","E08000003",2004,1369.6,851.03,1448708811.23175,1735872222.26538
174,"City of London","E09000001",2004,59.3,36.85,90734711.0859502,122919087.423046
78,"Hertfordshire","E10000015",2004,4874.7,3029,5714100246.60704,7093909874.71042
122,"Hackney","E09000012",2007,276.79999999,172,247637645.691909,335320629.211903
89,"East Riding of Yorkshire","E06000011",2008,3440.60000009,2137.89,1583112487.25271,2070332516.73529
194,"Barnsley","E08000016",2008,1208.59999998,750.99,905526246.512168,1175598120.95341
150,"Walsall","E08000030",2008,860.49999999,534.69,701845089.272711,906568634.911056
149,"Wolverhampton","E08000031",2008,764.199999968,474.85,600813116.159731,746462145.429665
57,"Barnet","E09000003",2008,762.9,474.04,849738519.354058,1048662162.76332
118,"Brent","E09000005",2008,484.900000016,301.3,440459958.986772,542141473.444762
134,"Croydon","E09000008",2008,774.200000027,481.07,614654334.578062,753122418.731412
76,"Lancashire","E10000017",2008,6901.1000001,4288.14,5506433500.11241,6866863434.59615
122,"Hackney","E09000012",2009,279,173.36,240445781.822064,319387771.347692
42,"Stirling","S12000030",2009,1209.9,751.8,614638549.080246,771977774.661601
140,"Stoke-on-Trent","E06000021",2010,871.6,541.59,689601178.519291,846391083.865999
134,"Croydon","E09000008",2010,777.4,483.05,587233399.449255,718438358.408143
108,"Wandsworth","E09000032",2010,430.7,267.62,408042030.195836,519233296.667459
50,"Clackmannanshire","S12000005",2010,309.2,192.13,154546926.461584,192268208.435491
187,"Telford and Wrekin","E06000020",2011,1029.2,639.52,658417626.685159,815259275.207787
121,"Enfield","E09000010",2011,643.2,399.67,719589146.882208,918876603.448362
110,"Kensington and Chelsea","E09000020",2011,207.4,128.87,242681578.332538,323175433.903504
156,"Halton","E06000006",2012,577.68753786,358.96,495052931.647926,611179352.024179
179,"Windsor and Maidenhead","E06000040",2012,692.7939694,430.48,939143770.62331,1120833289.56395
190,"Sandwell","E08000028",2012,892.964858105,554.86,957703162.821,1233925600.27875
41,"North Ayrshire","S12000021",2012,1161.57382326,721.77,372271210.178184,459510522.322139
165,"Haringey","E09000014",2013,356.889870502132,221.76,255636424.362551,329020308.297563
204,"Merton","E09000024",2013,378.441916215283,235.15,288558155.455221,357934948.931166
28,"Renfrewshire","S12000038",2013,938.150114301478,582.94,733619250.408342,900875951.493911
31,"Perth & Kinross","S12000048",2013,2982.97692727938,1853.54,1042362770.42277,1392735404.07529
24,"Blaenau Gwent","W06000019",2013,414.539655274023,257.58,198657261.505645,245806689.208625
156,"Halton","E06000006",2014,580.62,360.78,501650150.916771,625355281.679368
198,"Blackburn with Darwen","E06000008",2014,549.34,341.34,365771810.118284,449169244.073362
157,"Knowsley","E08000011",2014,581.68,361.44,700399316.979465,887628151.329362
161,"Liverpool","E08000012",2014,1433.39,890.67,1077470286.40738,1329562928.30184
196,"Tameside","E08000008",2015,767.35,476.81,580272607.231269,727212243.127635
63,"Leeds","E08000035",2015,3030.3,1882.94,3139276888.54154,4000461664.15073
105,"Greenwich","E09000011",2015,503.59,312.92,510417058.649363,656450493.422786
100,"North Yorkshire","E10000023",2015,9267.78,5758.73,3791430707.36897,5070686697.4699
92,"Durham","E06000047",2016,3714.43,2308.04,1924766872.09404,2486975516.14851
102,"Northumberland","E06000057",2016,5151.14,3200.77,1377775248.77145,1759163747.90064
84,"Wirral","E08000015",2016,1230.48,764.58,876888596.38463,1075480619.83515
201,"Havering","E09000016",2016,660.11,410.17,715982559.647596,985551609.559832
44,"Argyll & Bute","S12000035",2016,2747.83,1707.42,439909766.268731,588459122.196319
12,"Denbighshire","W06000004",2016,1439.93,894.73,446003328.863925,570800970.884265
20,"Flintshire","W06000005",2016,1288.04,800.35,843399724.96146,1074064189.406
163,"Stockton-on-Tees","E06000004",2017,876.04,544.35,753751587.023312,936166125.40912
181,"Swindon","E06000030",2017,916.19,569.29,1022982664.48816,1278852962.90888
56,"Stockport","E08000007",2017,990.85,615.69,953788273.752046,1162905045.92427
62,"Rotherham","E08000018",2017,1222.36,759.54,1121677255.77951,1485645912.53016
151,"Solihull","E08000029",2017,872.26,542,1197042225.06056,1497645106.32755
107,"Lambeth","E09000022",2017,383.09,238.04,329834057.81966,462692863.536824
117,"Staffordshire","E10000028",2017,6357.38,3950.29,4545839347.29437,5950632473.69289
131,"North East Lincolnshire","E06000012",2018,653.353,405.97,500392444.81061,630459023.705153
139,"Cornwall excluding Isles of Scilly","E06000052",2018,7419.945,4610.54,2515582924.06328,3245088032.13668
71,"Devon","E10000008",2018,13011.286,8084.84,4230482766.02589,5441812536.47319
135,"Surrey","E10000030",2018,5551.464,3449.52,6947757804.84908,8714467595.55342
27,"West Lothian","S12000040",2018,1176.14,730.82,922209956.651683,1202685754.85181
85,"Manchester","E08000003",2006,1357.4,843.45,1402881049.8522,1682127263.16819
174,"City of London","E09000001",2006,58.6,36.41,84566220.1370614,121749386.973923
176,"Bromley","E09000006",2006,895.2,556.25,665827362.381753,812979374.095405
78,"Hertfordshire","E10000015",2006,5237.6,3254.49,5789478105.69608,7228795316.12118
42,"Stirling","S12000030",2006,1207.9,750.55,619562213.240923,773459060.67814
19,"Cardiff","W06000015",2006,1071.4,665.74,1526592928.50133,1811341099.92414
163,"Stockton-on-Tees","E06000004",2007,812.39999999,504.8,720582546.761227,889068072.392105
137,"Southampton","E06000045",2007,577.499999967,358.84,579566129.956305,708364713.252356
56,"Stockport","E08000007",2007,985.50000001,612.36,953901952.205992,1156326382.90819
103,"Southwark","E09000028",2007,398.6,247.68,380453872.232288,516771041.404697
8,"Swansea","W06000011",2007,1181.30000002,734.03,886948213.091483,1072719278.43817
193,"Blackpool","E06000009",2008,461.300000006,286.64,290847145.697042,345220025.307939
165,"Haringey","E09000014",2008,358.399999968,222.7,274745953.191731,355400307.209213
126,"Suffolk","E10000029",2008,6975.02,4334.08,2769337153.53309,3659533408.83353
30,"Falkirk","S12000014",2008,935.89999997,581.54,728479191.026918,936170241.01296
180,"Bracknell Forest","E06000036",2009,454.5,282.41,370474651.685652,440369120.870371
70,"Gloucestershire","E10000013",2009,5539.2,3441.9,3152952117.17603,3966540764.52806
44,"Argyll & Bute","S12000035",2009,2798.1,1738.66,432838088.916354,555902297.345999
184,"Torbay","E06000027",2010,520.4,323.36,337205154.589231,412405568.567431
128,"Thurrock","E06000034",2010,572,355.42,768205905.591507,997881009.317816
100,"North Yorkshire","E10000023",2010,9286.6,5770.43,3692838977.53204,4853584929.51709
2,"Nottinghamshire","E10000024",2010,4825.5,2998.43,3272002475.81435,4235808546.48519
72,"Warwickshire","E10000031",2010,4125.9,2563.72,4260397404.61981,5440765672.20228
120,"Luton","E06000032",2011,462.7,287.51,412807360.638869,505245078.118786
172,"Newcastle upon Tyne","E08000021",2011,969.2,602.23,876700430.113139,1054365043.4587
149,"Wolverhampton","E08000031",2011,765,475.35,583306930.96069,723693084.884276
154,"Norfolk","E10000020",2011,10068.1,6256.03,3897332712.8942,4942122939.84381
39,"East Ayrshire","S12000008",2011,1331.02,827.06,483568734.186103,634708636.811023
199,"Isle of Wight","E06000046",2012,882.27374731,548.22,307714842.227641,382277513.402977
79,"Doncaster","E08000017",2012,1666.32156189,1035.4,1397310567.69715,1873229509.60143
