"local_authority_id","name","ons_code","year","link_length_km","link_length_miles","cars_and_taxis","all_motor_vehicles"
143,"South Gloucestershire","E06000025",2006,1520.2,944.61,1881667291.33229,2355298653.01288
41,"North Ayrshire","S12000021",1993,1127.606,700.66,329575694.817267,394069681.186869
9,"Isle of Anglesey","W06000001",1993,1154.031,717.08,217372212.528832,264663873.603158
166,"South Tyneside","E08000023",1994,525.229,326.36,366489295.0171,432620875.959397
167,"Newham","E09000025",1994,417.301,259.3,425056858.570946,536070997.872425
71,"Devon","E10000008",1994,12749.901,7922.42,3156721313.77754,3847445420.61859
36,"Midlothian","S12000019",1994,621.086,385.92,274770438.762626,331241656.849002
173,"North Tyneside","E08000022",1995,745.136,463.01,641856859.068043,744317761.771256
145,"Camden","E09000007",1995,279.335,173.57,314244938.931639,389768766.652748
5,"Somerset","E10000027",1995,6655.313,4135.42,2538872289.57886,3124494756.24851
3,"Glasgow City","S12000046",1995,1779.054,1105.45,1430730102.141,1727073108.67037
174,"City of London","E09000001",1996,58.227,36.18,100991873.086177,129826347.257019
65,"Hampshire","E10000014",1996,8635.309,5365.73,6797767980.61819,8106617260.20043
30,"Falkirk","S12000014",1996,894.865,556.04,601020150.446393,742577772.061163
132,"Hartlepool","E06000001",1997,389.419,241.97,309913196.929929,372289327.825499
169,"Kingston upon Hull, City of","E06000010",1997,720.784,447.87,577351389.758808,692608433.622644
203,"Plymouth","E06000026",1997,793.43,493.01,643592164.260717,766281487.363796
84,"Wirral","E08000015",1997,1183.085,735.13,793685665.090869,939576285.741271
63,"Leeds","E08000035",1997,2953.701,1835.34,2877495403.09592,3549275558.86125
76,"Lancashire","E10000017",1997,7033.573,4370.46,5075369776.75376,6184872797.23912
100,"North Yorkshire","E10000023",1997,9053.345,5625.49,3330122489.66038,4300524799.54565
52,"Angus","S12000041",1997,2021.526,1256.12,447437935.581206,564573380.209576
12,"Denbighshire","W06000004",1997,1400.38,870.16,379548093.508908,468833222.10789
20,"Flintshire","W06000005",1997,1238.051,769.29,750433113.119383,918839248.787083
140,"Stoke-on-Trent","E06000021",1998,827.085,513.93,634936823.326772,768549996.76887
88,"Wakefield","E08000036",1998,1488.505,924.91,1194429167.41231,1518256807.12141
57,"Barnet","E09000003",1998,737.966,458.55,849069869.46234,1013051944.76756
33,"Scottish Borders","S12000026",1998,3205.141,1991.58,517054853.406108,668427070.284538
171,"Redcar and Cleveland","E06000003",1999,684.4,425.27,486213105.46409,573840638.79444
187,"Telford and Wrekin","E06000020",1999,993.2,617.15,640571348.325777,781556276.346138
62,"Rotherham","E08000018",1999,1174.4,729.74,1026459756.89473,1322891618.57254
50,"Clackmannanshire","S12000005",1999,287.8,178.83,138696703.750099,168379450.88185
11,"Conwy","W06000003",1999,1605.9,997.86,496436886.085262,613341444.712877
6,"Newport","W06000022",1999,720.3,447.57,833654057.802434,1046561513.88392
41,"North Ayrshire","S12000021",2000,1141.2,709.11,348550892.040484,423084068.291179
9,"Isle of Anglesey","W06000001",2000,1166.2,724.64,245433258.445903,307345551.917785
19,"Cardiff","W06000015",2000,1050.6,652.81,1437616364.39276,1697335958.24518
94,"Sunderland","E08000024",2001,1145.3,711.66,897838706.953717,1077507617.98258
125,"Waltham Forest","E09000031",2001,423.1,262.9,385931437.116567,478995138.287326
43,"West Dunbartonshire","S12000039",2001,412.8,256.5,305084443.723654,362020206.991172
128,"Thurrock","E06000034",2002,572.7,355.86,784174777.945578,1001044743.76142
189,"Dudley","E08000027",2002,1002.13,622.69,893487227.37675,1087008026.42415
5,"Somerset","E10000027",2002,6730.8,4182.33,2882186283.16834,3587416404.63795
155,"Herefordshire, County of","E06000019",2003,3363.143,2089.76,835984590.530257,1089341054.64483
116,"Shropshire","E06000051",2003,5135.7115,3191.18,1402874840.4318,1808021975.93107
160,"Bolton","E08000001",2003,1063.366,660.74,1062191585.59457,1293115025.07662
196,"Tameside","E08000008",2003,750.498,466.34,574051765.531732,707896300.771122
26,"Wrexham","W06000006",2003,1190.776,739.91,452957560.104584,568004646.435765
15,"Carmarthenshire","W06000010",2003,3589.4805,2230.4,846840884.171956,1077358368.42464
153,"Leicester","E06000016",2004,802,498.34,736325213.052244,889001106.081628
67,"West Berkshire","E06000037",2004,1370,851.28,1444653221.97339,1797864729.47008
63,"Leeds","E08000035",2004,3021.1,1877.22,3119851631.55979,3924686831.68655
122,"Hackney","E09000012",2004,276.8,172,253224148.482626,331141779.25295
208,"Bedfordshire","E10000001",2004,2286.68,1420.88,2010744920.01961,2570674655.26789
100,"North Yorkshire","E10000023",2004,9246.75,5745.66,3644167669.85643,4758960580.19308
206,"East Renfrewshire","S12000011",2004,487.2,302.73,314612591.809271,385186511.34754
184,"Torbay","E06000027",1993,513.412,319.02,293247087.633222,342480030.993995
114,"Reading","E06000038",1993,382.132,237.45,322437358.948739,376341186.222461
101,"Gateshead","E08000037",1993,882.384,548.29,872443759.072019,1043840845.71105
155,"Herefordshire, County of","E06000019",1994,3318.247,2061.86,738617478.301718,946818792.626064
195,"Bradford","E08000032",1994,1864.754,1158.7,1129453980.00676,1347599324.32097
106,"Bexley","E09000004",1994,527.547,327.8,458947084.65064,548246724.752446
83,"Buckinghamshire","E10000002",1994,3201.874,1989.55,2739761535.75618,3229877276.70405
69,"Worcestershire","E10000034",1994,4133.862,2568.66,2749200248.05138,3407146219.82621
91,"Trafford","E08000009",1995,782.706,486.35,769345117.637994,919344134.007397
84,"Wirral","E08000015",1995,1176.478,731.03,763462402.0719,899658954.8288
79,"Doncaster","E08000017",1995,1639.52,1018.75,1127653647.69745,1478555028.01141
103,"Southwark","E09000028",1995,390.18,242.45,429838382.595641,539032229.280999
76,"Lancashire","E10000017",1995,7007.963,4354.55,4896452147.58311,5934813171.08089
48,"Inverclyde","S12000018",1995,402.852,250.32,252793906.709815,296704962.394615
25,"Torfaen","W06000020",1995,462.294,287.26,268989024.09926,316185120.148334
127,"Southend-on-Sea","E06000033",1996,439.452,273.06,327827691.904279,380292243.299133
166,"South Tyneside","E08000023",1996,527.75,327.93,377621450.106379,446444862.005886
134,"Croydon","E09000008",1996,777.249,482.96,706705838.527996,831763352.024179
107,"Lambeth","E09000022",1996,385.216,239.36,467844360.186511,579257151.982423
71,"Devon","E10000008",1996,12791.083,7948.01,3305606175.55973,4045257374.43331
135,"Surrey","E10000030",1996,5400.295,3355.59,6696009261.53762,7928123593.83699
32,"Fife","S12000047",1996,2716.453,1687.93,1244438835.94806,1508571174.34184
181,"Swindon","E06000030",1997,798.341,496.07,772315190.537262,939720067.306928
147,"Ealing","E09000009",1997,576.344,358.12,677576026.008113,798319212.051618
50,"Clackmannanshire","S12000005",1997,286.356,177.93,132488893.921996,160725809.087429
74,"Warrington","E06000007",1998,945.866,587.73,1147068874.64706,1454224083.85031
111,"Hounslow","E09000018",1998,492.33,305.92,894739255.870715,1054691814.18019
78,"Hertfordshire","E10000015",1998,5145.541,3197.29,5482009122.35047,6731966406.80923
53,"Comhairle nan Eilean Siar","S12000013",1998,1243.074,772.41,81544848.7085421,108580689.39891
168,"Barking and Dagenham","E09000002",1999,324.4,201.57,286711311.565458,356908712.494035
206,"East Renfrewshire","S12000011",1999,485.2,301.49,290421441.904279,348214749.612264
24,"Blaenau Gwent","W06000019",1999,395.1,245.5,180340805.943291,217966862.895689
114,"Reading","E06000038",2000,390,242.33,343386176.490645,406736777.090156
33,"Scottish Borders","S12000026",2000,3213.4,1996.71,517644872.69347,671262416.73626
37,"South Lanarkshire","S12000029",2000,2478.7,1540.19,994060976.522111,1294016078.4767
23,"Ceredigion","W06000008",2000,2244.2,1394.48,306367724.233857,402101769.205097
22,"Rhondda, Cynon, Taff","W06000016",2000,1147.2,712.84,951551824.553217,1146058660.46557
187,"Telford and Wrekin","E06000020",2001,997.4,619.76,647665980.826693,790827963.289602
83,"Buckinghamshire","E10000002",2001,3251.62,2020.46,3216288648.23951,3848933176.53792
91,"Trafford","E08000009",2002,796.4,494.86,799383522.189084,956552664.545705
194,"Barnsley","E08000016",2002,1166.1,724.58,888303643.977961,1129793596.92364
76,"Lancashire","E10000017",2002,7108,4416.71,5447623527.98996,6630200045.54542
117,"Staffordshire","E10000028",2002,6151.78,3822.54,4112589494.32444,5285670694.35664
25,"Torfaen","W06000020",2002,469.8,291.92,298158745.45849,354711327.872717
102,"Northumberland","E06000057",2003,5079.9485,3156.53,1238771604.69662,1549158711.73259
172,"Newcastle upon Tyne","E08000021",2003,923.0965,573.59,943260714.209532,1118571340.47652
166,"South Tyneside","E08000023",2003,537.151,333.77,394807737.790809,474408153.785989
149,"Wolverhampton","E08000031",2003,752.91,467.84,621674373.849808,758802004.296515
39,"East Ayrshire","S12000008",2003,1316.2265,817.87,470303255.550087,607549729.889943
163,"Stockton-on-Tees","E06000004",2004,799.6,496.85,753501886.592121,915066673.333947
118,"Brent","E09000005",2005,481.7,299.31,500674000.997015,604903927.646571
176,"Bromley","E09000006",2005,902.8,560.97,677583704.087442,817394170.939039
34,"East Lothian","S12000010",2005,1031.68,641.06,423949563.818552,529519097.342942
15,"Carmarthenshire","W06000010",2005,3570.3,2218.48,856813071.992199,1102959239.89942
19,"Cardiff","W06000015",2005,1067,663,1489744731.22606,1786377701.91704
198,"Blackburn with Darwen","E06000008",1993,549.988,341.75,319820060.223296,382343026.723932
194,"Barnsley","E08000016",1993,1135.249,705.41,729068163.798417,914799943.330947
122,"Hackney","E09000012",1993,269.519,167.47,264070234.20723,327736577.760876
61,"Derbyshire","E10000007",1993,5529.366,3435.79,3025500281.48115,3777603661.49189
2,"Nottinghamshire","E10000024",1993,4650.688,2889.8,2702630463.71689,3368848574.32594
53,"Comhairle nan Eilean Siar","S12000013",1993,1233.671,766.57,75793065.9945916,96948350.3837588
28,"Renfrewshire","S12000038",1993,900.785,559.72,611245575.21574,729185346.638133
4,"North Lanarkshire","S12000044",1993,1606.709,998.36,1253506410.06522,1547548314.09568
157,"Knowsley","E08000011",1994,553.635,344.01,576374116.410165,702638017.105106
134,"Croydon","E09000008",1994,773.67,480.74,709257143.904597,831732553.139664
108,"Wandsworth","E09000032",1994,418.515,260.05,515837587.861887,619295622.315676
181,"Swindon","E06000030",1995,794,493.37,738315089.875129,895368857.745765
139,"Cornwall excluding Isles of Scilly","E06000052",1995,7531.85,4680.07,1888100770.25173,2299448709.53631
146,"Hammersmith and Fulham","E09000013",1995,218.321,135.66,295851856.408574,364850965.362284
49,"East Dunbartonshire","S12000045",1995,503.537,312.88,256603699.39553,300147204.699555
201,"Havering","E09000016",1996,637.77,396.29,703710222.301758,890512584.630756
175,"Richmond upon Thames","E09000027",1996,404.614,251.42,477715672.969856,555778346.332419
200,"Poole","E06000029",1997,506.547,314.75,401912236.290066,474780845.487354
199,"Isle of Wight","E06000046",1997,853.372,530.26,310249672.537382,369639111.961147
24,"Blaenau Gwent","W06000019",1997,393.046,244.23,179022980.792174,215380773.159747
130,"North Lincolnshire","E06000013",1998,1398.622,869.06,634949911.889565,880018743.662014
86,"Bury","E08000002",1998,611.376,379.89,720935715.421936,900440979.057305
185,"Harrow","E09000015",1998,466.237,289.71,333762469.055715,385953865.05309
32,"Fife","S12000047",1998,2728.14,1695.19,1275137951.86113,1561450409.60789
156,"Halton","E06000006",1999,551.25,342.53,466873875.318142,571420445.846258
196,"Tameside","E08000008",1999,736.4,457.58,468596716.426072,566909054.248191
198,"Blackburn with Darwen","E06000008",2000,560.2,348.09,352147788.41934,420926257.095051
188,"Nottingham","E06000018",2000,786.7,488.83,772726715.533829,935415098.491963
161,"Liverpool","E08000012",2000,1419.7,882.16,1115598909.77427,1339285565.08144
96,"Islington","E09000019",2000,244,151.61,234729523.859469,300285116.417564
104,"Lewisham","E09000023",2000,446.9,277.69,443732476.794899,548989729.925309
61,"Derbyshire","E10000007",2000,5608.6,3485.02,3340056136.44289,4246657596.25986
35,"Highland","S12000017",2000,8232.17,5115.23,1092902139.26917,1409866132.83425
28,"Renfrewshire","S12000038",2000,916.5,569.49,666451945.761751,799925852.397002
157,"Knowsley","E08000011",2001,561.1,348.65,641114258.772799,791264126.714497
168,"Barking and Dagenham","E09000002",2001,325.8,202.44,279898867.044634,347878874.642938
44,"Argyll & Bute","S12000035",2001,2834.7,1761.4,392188793.073451,494433295.181142
29,"City of Edinburgh","S12000036",2001,1465,910.31,1444544601.40281,1740182163.6642
52,"Angus","S12000041",2001,2034.6,1264.24,446644249.458164,568336893.790265
193,"Blackpool","E06000009",2002,466.8,290.06,311337443.590826,360891782.81215
89,"East Riding of Yorkshire","E06000011",2002,3419.3,2124.65,1514284380.45788,1939715308.04452
129,"Peterborough","E06000031",2002,882.6,548.42,856437997.875587,1055627333.94576
1,"Isles of Scilly","E06000053",2002,36.6,22.74,1086831.57819584,1642899.20889505
146,"Hammersmith and Fulham","E09000013",2002,222.29,138.12,297041521.672997,373818154.06616
113,"Wokingham","E06000041",2003,714.066,443.7,883961003.579187,1044242696.46503
195,"Bradford","E08000032",2003,1906.581,1184.69,1226279524.03649,1492600973.63876
201,"Havering","E09000016",2003,652.471,405.43,689660509.342244,890797293.227598
14,"Powys","W06000023",2003,5178.531,3217.79,667765691.603883,883071096.337042
91,"Trafford","E08000009",2004,800.2,497.22,798237725.596787,968436207.369664
48,"Inverclyde","S12000018",2004,407.7,253.33,275444216.062894,330170263.408907
55,"Shetland Islands","S12000027",2004,1012.5,629.14,88860674.1462018,120218693.155589
93,"Tower Hamlets","E09000030",2005,290.5,180.51,435214045.260265,581853816.849192
71,"Devon","E10000008",2005,12954.7,8049.68,3822314238.43123,4805656803.18607
32,"Fife","S12000047",2005,2672.8,1660.8,1373199017.42671,1709901019.87877
118,"Brent","E09000005",1993,465.317,289.13,480688335.122882,564704994.084546
138,"Dorset","E10000009",1993,4165.03,2588.03,1606673948.51567,1933032741.29086
64,"Medway","E06000035",1994,792.359,492.35,545009950.638273,663583071.736061
67,"West Berkshire","E06000037",1994,1342.481,834.18,1193912772.5334,1458799771.21113
79,"Doncaster","E08000017",1994,1635.252,1016.1,1105782765.52434,1443144458.86026
63,"Leeds","E08000035",1994,2931.464,1821.53,2701960503.78291,3311004529.17462
37,"South Lanarkshire","S12000029",1994,2447.232,1520.64,903710032.162173,1168066507.84419
28,"Renfrewshire","S12000038",1994,902.916,561.05,621251777.12161,741849768.290682
22,"Rhondda, Cynon, Taff","W06000016",1994,1131.251,702.93,883805869.348008,1053668955.17677
127,"Southend-on-Sea","E06000033",1995,438.407,272.41,326772395.460511,378624777.549113
113,"Wokingham","E06000041",1995,706.505,439,830380986.911437,979320989.173228
157,"Knowsley","E08000011",1995,555.132,344.94,586837352.362205,716521272.021395
195,"Bradford","E08000032",1995,1869.419,1161.6,1145692170.84725,1367241807.8422
44,"Argyll & Bute","S12000035",1995,2815.85,1749.69,386844258.281635,472608930.098226
16,"Pembrokeshire","W06000009",1995,2544.952,1581.36,435370091.167581,549127286.024616
56,"Stockport","E08000007",1996,965.896,600.18,873972919.4007,1034930570.46846
158,"St. Helens","E08000013",1996,710.739,441.63,581747239.247793,726057938.514078
117,"Staffordshire","E10000028",1996,6080.31,3778.13,3836240417.83484,4903170320.32928
75,"Wigan","E08000010",1997,1098.445,682.54,891490729.763183,1099859788.21184
32,"Fife","S12000047",1997,2722.58,1691.73,1265157769.87394,1540367223.53953
16,"Pembrokeshire","W06000009",1997,2552.855,1586.27,445804737.209695,567605821.999523
112,"Slough","E06000039",1998,310.174,192.73,440644169.30128,529195006.164002
56,"Stockport","E08000007",1998,971.466,603.64,899523419.480235,1073084077.73602
24,"Blaenau Gwent","W06000019",1998,394.101,244.88,179800679.034439,217051294.81329
188,"Nottingham","E06000018",1999,784.7,487.59,776337389.023105,939635402.375129
161,"Liverpool","E08000012",1999,1416.1,879.92,1115387866.73328,1338648892.34371
96,"Islington","E09000019",1999,243.4,151.24,240023416.994751,306882936.774238
2,"Nottinghamshire","E10000024",1999,4709.2,2926.16,3028911673.32777,3843225338.39875
35,"Highland","S12000017",1999,8224.67,5110.57,1113745470.82538,1431282185.78502
32,"Fife","S12000047",1999,2734,1698.83,1274774673.4073,1567705919.30625
202,"York","E06000014",2000,839.12,521.4,600668092.239967,727222548.017619
203,"Plymouth","E06000026",2000,799.7,496.91,662161070.328835,792652841.388314
180,"Bracknell Forest","E06000036",2000,444.4,276.14,378493073.307366,440487375.42459
66,"Hillingdon","E09000017",2000,732.4,455.09,1198522242.00081,1420266322.57951
146,"Hammersmith and Fulham","E09000013",2001,221.79,137.81,296494101.405515,372565454.316459
126,"Suffolk","E10000029",2001,6842.4,4251.67,2742249036.95285,3524292503.65197
4,"North Lanarkshire","S12000044",2001,1635.9,1016.5,1406598616.57918,1761197888.08359
187,"Telford and Wrekin","E06000020",2002,999.3,620.94,670262320.488487,816124081.340531
195,"Bradford","E08000032",2002,1901.9,1181.79,1238386770.80604,1491353572.62392
107,"Lambeth","E09000022",2002,391.32,243.15,446826098.380294,563568192.029473
175,"Richmond upon Thames","E09000027",2002,410.8,255.26,473201327.574739,558390374.042826
139,"Cornwall excluding Isles of Scilly","E06000052",2003,7628.718,4740.27,2224706006.19081,2775473961.12679
1,"Isles of Scilly","E06000053",2003,36.6595,22.78,1122245.00041135,1729351.02899567
55,"Shetland Islands","S12000027",2003,1013.029,629.47,88060652.0420743,119932869.23119
167,"Newham","E09000025",2004,411.8,255.88,442133272.575764,559955092.023044
175,"Richmond upon Thames","E09000027",2004,412.4,256.25,455497317.152378,546591190.612737
81,"West Sussex","E10000032",2004,4296.31,2669.6,3889055585.86527,4676124586.02527
16,"Pembrokeshire","W06000009",2004,2574.8,1599.91,487741673.300812,632041195.639098
158,"St. Helens","E08000013",2005,729.4,453.23,604847349.365081,766358330.334848
147,"Ealing","E09000009",2005,587.1,364.81,672933686.929424,823452724.449045
178,"Kingston upon Thames","E09000021",2005,340.9,211.83,506897092.913942,603087216.232695
48,"Inverclyde","S12000018",2005,407.7,253.33,272066484.527193,327505496.410063
3,"Glasgow City","S12000046",2005,1796.39,1116.22,1656985835.77814,2052731405.64004
86,"Bury","E08000002",2006,690.7,429.18,813310954.523121,1030160840.82733
167,"Newham","E09000025",2006,417.3,259.3,462585725.031096,596715559.988558
195,"Bradford","E08000032",1993,1860.479,1156.05,1115363556.82812,1328057437.6889
106,"Bexley","E09000004",1993,526.29,327.02,453253149.109202,540420034.498528
125,"Waltham Forest","E09000031",1993,414.581,257.61,362181898.960073,440712904.139824
71,"Devon","E10000008",1993,12729.439,7909.71,3068623764.0927,3735322795.49928
70,"Gloucestershire","E10000013",1993,5312.208,3300.85,2358652518.04462,2894403534.60789
154,"Norfolk","E10000020",1993,9944.905,6179.48,3369976374.8459,4136028057.39482
59,"Northamptonshire","E10000021",1993,4415.658,2743.76,3133736539.85723,3989609013.36197
14,"Powys","W06000023",1993,5111.701,3176.26,568238134.295713,740465432.499205
77,"Cumbria","E10000006",1994,7859.181,4883.47,2272342317.11803,2914523863.76064
5,"Somerset","E10000027",1994,6641.686,4126.95,2487843845.06979,3054976340.04911
117,"Staffordshire","E10000028",1994,6057.47,3763.94,3647379509.91211,4654406799.29213
74,"Warrington","E06000007",1995,937.769,582.7,1070176185.45196,1342549451.20496
138,"Dorset","E10000009",1995,4180.664,2597.74,1676402746.08785,2022523389.65442
78,"Hertfordshire","E10000015",1995,5108.309,3174.16,5190520935.23821,6303961714.83536
67,"West Berkshire","E06000037",1996,1347.829,837.5,1277420349.53372,1565812983.42679
79,"Doncaster","E08000017",1996,1643.15,1021.01,1176395816.55631,1543605179.50171
63,"Leeds","E08000035",1996,2944.318,1829.51,2817029154.11497,3463078257.97343
206,"East Renfrewshire","S12000011",1996,481.618,299.26,279606962.837032,331522402.916965
74,"Warrington","E06000007",1997,943.254,586.11,1122257444.64825,1417841767.8259
57,"Barnet","E09000003",1997,736.25,457.48,855246495.466476,1014470383.58486
134,"Croydon","E09000008",1997,779.372,484.28,706054828.551261,833793737.69685
192,"Sefton","E08000014",1998,976.535,606.79,568655047.646743,679279503.94695
168,"Barking and Dagenham","E09000002",1998,323.234,200.85,272520146.096795,338240306.609401
10,"Gwynedd","W06000002",1998,2423.375,1505.82,574587820.254712,714138736.652947
7,"Bridgend","W06000013",1998,740.683,460.24,551559755.403444,679124817.31687
33,"Scottish Borders","S12000026",1999,3210,1994.6,522317353.530383,678302019.332101
23,"Ceredigion","W06000008",1999,2241.6,1392.87,314738792.327806,411703028.066094
200,"Poole","E06000029",2000,510.7,317.33,416502376.966123,494220734.270306
136,"Brighton and Hove","E06000043",2000,625.5,388.67,708109889.576973,835847547.875824
207,"Cheshire","E10000004",2000,5113.63,3177.46,3982092492.5281,4956004820.96596
154,"Norfolk","E10000020",2000,10059.3,6250.56,3702182521.80689,4640901572.17204
82,"Portsmouth","E06000044",2001,445.4,276.76,630722426.064183,754245010.119029
189,"Dudley","E08000027",2001,999.63,621.14,873302635.922088,1060422923.92318
55,"Shetland Islands","S12000027",2001,1011,628.21,82299847.0184125,111499054.273045
51,"Aberdeen City","S12000033",2001,994.6,618.02,669012628.748111,803132383.753877
202,"York","E06000014",2002,842.62,523.58,613947669.452087,744350517.702757
94,"Sunderland","E08000024",2002,1148.5,713.64,921189857.395955,1106919666.9187
167,"Newham","E09000025",2002,426,264.7,440693193.724627,545168422.100164
39,"East Ayrshire","S12000008",2002,1314.4,816.73,463988879.630458,595093637.531814
31,"Perth & Kinross","S12000048",2002,3016.8,1874.55,1105166292.91189,1384561336.79313
26,"Wrexham","W06000006",2002,1189,738.81,452958347.459989,563298838.438251
169,"Kingston upon Hull, City of","E06000010",2003,732.57,455.2,597255157.874361,745396116.845726
84,"Wirral","E08000015",2003,1207.8085,750.5,855294834.654866,1030189477.58049
79,"Doncaster","E08000017",2003,1671.2285,1038.45,1352830744.31108,1797223252.05616
122,"Hackney","E09000012",2003,276.467,171.79,266425085.162661,342507039.753017
123,"Essex","E10000012",2003,7953.522,4942.09,6519157734.84528,8178782729.28644
51,"Aberdeen City","S12000033",2003,999.569000000001,621.1,687051098.459994,831345332.321741
12,"Denbighshire","W06000004",2003,1412.0455,877.4,405828224.759683,508333471.757591
127,"Southend-on-Sea","E06000033",2004,450.3,279.8,346669007.915939,412540856.785538
87,"Calderdale","E08000033",2004,1218.7,757.27,725279846.6329,938481304.61021
108,"Wandsworth","E09000032",2004,428.2,266.07,470885235.698456,592715647.582134
65,"Hampshire","E10000014",2004,8774.3,5452.1,7599437983.73006,9299341849.41449
15,"Carmarthenshire","W06000010",2004,3589.6,2230.47,857255075.896011,1085095491.78493
131,"North East Lincolnshire","E06000012",2005,629.6,391.22,480928817.199042,605355179.523614
182,"Bournemouth","E06000028",2005,512.6,318.51,432019197.568679,516291233.782329
84,"Wirral","E08000015",2005,1211.1,752.54,890970650.967633,1081767750.91551
173,"North Tyneside","E08000022",1993,741.558,460.78,628596697.784936,728210332.284459
60,"Leicestershire","E10000018",1993,4331.631,2691.55,2740379629.21538,3458818555.88364
51,"Aberdeen City","S12000033",1993,975.998,606.46,610827454.540483,720492400.630319
113,"Wokingham","E06000041",1994,704.679,437.87,808700276.634455,952533806.942456
138,"Dorset","E10000009",1994,4172.111,2592.43,1649634965.55118,1986472027.11167
34,"East Lothian","S12000010",1994,1041.563,647.2,336069906.12324,414961832.895888
197,"Kirklees","E08000034",1995,1874.703,1164.89,1123434586.39048,1413011402.16138
109,"Westminster","E09000033",1995,341.609,212.27,526568656.545773,669911688.862046
100,"North Yorkshire","E10000023",1995,9023.587,5607,3195165479.22632,4098843793.49598
117,"Staffordshire","E10000028",1995,6070.718,3772.17,3737404708.37807,4781317864.91887
20,"Flintshire","W06000005",1995,1233.589,766.52,725736353.445876,884581880.567486
102,"Northumberland","E06000057",1996,5028.036,3124.28,1159059710.04335,1423864081.88678
157,"Knowsley","E08000011",1996,553.286,343.8,572187921.911039,701106228.376282
167,"Newham","E09000025",1996,419.227,260.5,431100518.596397,543347336.554522
45,"Aberdeenshire","S12000034",1996,6604.422,4103.8,1200185732.82033,1506072262.98417
205,"Caerphilly","W06000018",1996,977.65,607.48,516460792.720512,612888179.282987
163,"Stockton-on-Tees","E06000004",1997,853.743,530.49,713282877.371152,859513482.512129
112,"Slough","E06000039",1997,309.365,192.23,434178635.518572,519154401.420703
92,"Durham","E06000047",1997,3748.452,2329.18,1712834162.86388,2157141020.81345
139,"Cornwall excluding Isles of Scilly","E06000052",1997,7555.236,4694.61,1979531277.34033,2421094757.86407
80,"Kent","E10000016",1997,8983.882,5582.33,6379798800.62932,7951343321.87525
142,"Oxfordshire","E10000025",1997,4547.573,2825.73,3442192297.60698,4213323764.83834
116,"Shropshire","E06000051",1998,5099.789,3168.86,1316801610.46986,1695382469.5031
95,"Rochdale","E08000005",1998,766.39,476.21,765773069.648254,984552194.558777
161,"Liverpool","E08000012",1998,1411.237,876.9,1105039823.05834,1323492496.32148
96,"Islington","E09000019",1998,242.59,150.74,234894201.612583,299989278.861449
133,"East Sussex","E10000011",1998,3353.209,2083.59,2070702028.27985,2490602114.89899
30,"Falkirk","S12000014",1998,900.298,559.42,624857059.149567,781099612.637199
144,"Bristol, City of","E06000023",1999,1122.7,697.61,1078738016.23519,1302709999.2295
179,"Windsor and Maidenhead","E06000040",1999,688.5,427.81,947667119.646266,1122126391.2501
136,"Brighton and Hove","E06000043",1999,624.1,387.8,706573953.735186,834084116.882407
190,"Sandwell","E08000028",1999,872.93,542.41,946948331.742623,1191259063.94158
82,"Portsmouth","E06000044",2000,444.3,276.08,626363447.905574,746984605.682371
173,"North Tyneside","E08000022",2000,754.8,469.01,663790987.526929,775234310.302579
146,"Hammersmith and Fulham","E09000013",2000,221.19,137.44,292766853.870452,366477612.233896
156,"Halton","E06000006",2001,555.45,345.14,478025029.486555,583837572.292418
112,"Slough","E06000039",2001,312.9,194.43,447134275.705217,536810414.693497
162,"Oldham","E08000004",2001,813.9,505.73,532500203.371943,646191828.203622
195,"Bradford","E08000032",2001,1896.2,1178.24,1205243737.43932,1452932242.88346
106,"Bexley","E09000004",2001,537.1,333.74,498712986.600323,609665092.715474
177,"Sutton","E09000029",2001,420.5,261.29,378058341.799781,448673229.111934
80,"Kent","E10000016",2001,9060.7,5630.06,6711520906.87541,8501760566.73979
198,"Blackburn with Darwen","E06000008",2002,562.6,349.58,356097644.141484,427072396.716074
12,"Denbighshire","W06000004",2002,1410.1,876.2,392283781.768836,488940491.313266
98,"Rutland","E06000017",2003,539.154,335.01,266364432.484396,352059972.836261
134,"Croydon","E09000008",2003,791.5935,491.87,679707826.583395,828323705.156003
71,"Devon","E10000008",2003,12937.916,8039.25,3676249299.81702,4578838504.77413
44,"Argyll & Bute","S12000035",2003,2839.3065,1764.26,424001950.173487,537996401.950111
181,"Swindon","E06000030",2004,820.13,509.61,873803338.027567,1081571164.87893
62,"Rotherham","E08000018",2004,1188.1,738.25,1101868422.5082,1437208614.54643
97,"Cambridgeshire","E10000003",2004,4651.1,2890.06,3367417773.42923,4384123066.08785
142,"Oxfordshire","E10000025",2004,4615.1,2867.69,3684047525.15966,4595792136.19297
170,"Middlesbrough","E06000002",2005,511.3,317.71,632313226.746766,760518663.208516
133,"East Sussex","E10000011",2005,3391.7,2107.5,2155583529.57756,2654457675.82697
46,"Moray","S12000020",2005,1742.1,1082.49,348713714.067079,444423880.157486
95,"Rochdale","E08000005",1993,755.269,469.3,675724881.069554,858587019.928617
79,"Doncaster","E08000017",1993,1631.2,1013.58,1085671766.88141,1414524085.59015
140,"Stoke-on-Trent","E06000021",1994,819.251,509.06,617939106.865903,742891496.162411
161,"Liverpool","E08000012",1994,1396.697,867.87,1071809229.10204,1274779526.93768
185,"Harrow","E09000015",1994,461.122,286.53,325156593.618269,373808868.085381
